1	00134f48-fdc1-48d9-b2fc-725d8967e14e	Situations	600x341 jpeg	Hva bør du være spesielt oppmerksom på når du kjører på en smal vei med tett vegetasjon som denne?
72	18146965-b207-4db5-a9c2-63b221f70c09	Road Rules	1080x720 jpeg	Du er 24 år og har hatt førerkort i 6 år. Kan du være ledsager for din 16 år gamle søster som øver p
73	1853563c-0f37-4637-8e02-7704889da181	Traffic Signs	600x400 jpeg	Hva betyr dette skiltet med trekant og utropstegn og underskilt som viser kollisjon mellom kjøretøy?
74	194057a9-3bd4-437a-8e9d-179e026fed91	Road Rules	1080x721 jpeg	Under øvingskjøring blir bilen stanset i en politikontroll. Eleven har drukket alkohol kvelden før o
75	19fe8d9c-5186-41d1-b469-adc7e03579b2	Road Rules	600x547 jpeg	Du nærmer deg et lyskryss og ser at lyset skifter til gult. Hva skal du gjøre?
76	1a4189e8-6b64-4038-a3a1-f817347c5923	Road Rules	530x398 jpeg	Du kommer til rundkjøringen på skiltet. Hvordan skal du kjøre for å komme til Fjord?
77	1b4caa7d-56e3-4177-95a5-ea7040a81aa0	Speed Limits	800x432 jpeg	Du kjører på en landevei utenfor tettbygd strøk. Det er ikke satt opp noen fartsskilt. Hvilken farts
78	1b672fcf-8d33-4fcf-a947-17a9ec26c19d	Speed Limits	600x400 jpeg	Hvor langt er 3 sekunders avstand i 80 km/t?
79	1b797800-4e9b-4cde-845a-fe8dd7bb0a07	Safety	250x269 jpeg	Bildet viser bremsespor på veien. Hvilken faktor har IKKE direkte innvirkning på bremselengden?
80	1b84c948-f8e6-4b65-bee4-6626c2d1a32a	Safety	800x600 jpeg	Bildet viser en vei med snø og is. Hvilken sikkerhetsfaktor er mest kritisk å vurdere i forhold til 
81	1bf233cd-f842-4f4d-9c47-8db1cef8dbaa	Traffic Signs	799x600 jpeg	Du ser dette skiltet på en snødekt vei. Hva varsler skiltet om?
82	1c52cf14-e065-4df6-bf89-dcf443776623	Situations	600x400 jpeg	Bør du holde ekstra avstand til varebilen foran deg i denne situasjonen?
83	1cafc3a5-0032-4682-9d84-12ebbd7480d0	Traffic Signs	600x600 jpeg	Hva betyr skiltet du ser ved veikanten?
84	1cbdbf19-37c4-4ce3-9ef6-e29812b436a9	Road Rules	600x426 jpeg	Hva er riktig ved kjøring i tett trafikk på motorvei?
85	1cec0078-1e33-4b43-abfa-6337a5912d52	Traffic Signs	800x600 jpeg	Du kjører i høy hastighet og ser et skilt på avstand, men kan ikke lese teksten. Hvordan kan skiltet
86	1df03083-239f-405b-8b7c-f34af2a94f85	Situations	800x600 jpeg	Du kommer kjørende og ser denne situasjonen foran deg. Hva bør du gjøre først?
87	1e0000b2-cbf8-4375-8523-87a9cdaf0b2e	Road Rules	600x450 jpeg	Hva er riktig ved kjøring i rundkjøring—plassering før avkjørsel til høyre?
88	1e267781-052b-4684-95c3-7deb9e3ffa68	Situations	600x419 jpeg	Du nærmer deg en rundkjøring bak en tankbil med farlig gods. Hva er riktig oppførsel?
89	1e925468-9235-4d02-95f0-44ab4965b676	Situations	167x115 jpeg	Hvorfor bør man planlegge ruten på forhånd under privat øvelseskjøring?
90	1ec30003-30f3-461e-b2b6-f7020d21a900	Driving Conditions	600x344 jpeg	Hva er riktig om havarilommer?
91	1f69ae39-2bd0-44cb-8879-786dbf029d32	Safety	800x528 jpeg	Hvorfor er planoverganger ansett som spesielt farlige steder i trafikken?
92	1f81d7bf-8718-4843-bcca-68a06442d820	Right of Way	172x173 jpeg	Du kjører på en forkjørsveg og passerer dette skiltet. Hva må du være forberedt på i neste vegkryss?
93	1f9b89b2-e947-44c0-8c15-917cb59649e4	Traffic Signs	600x294 jpeg	Hva betyr det blå skiltet til høyre i bildet?
94	2007313b-6f48-474c-ac87-3af6570586a0	Road Rules	600x400 jpeg	Hva betyr de gule sperrelinjene (skraverte området) i veibanen som vist på bildet?
95	2074e803-54e1-4967-bc35-bfc2e6d4dc76	Road Rules	800x583 jpeg	Du kjører på en vei som vist på bildet. Hvordan påvirker effektiv trafikkavvikling farten du bør hol
96	207bd9aa-5651-4d11-a6ba-35339624e2f7	Road Conditions	418x272 jpeg	En person tok førerkort klasse D i 1996 og fornyet førerkortet før utløpsdato. Hvilke førerrettighet
97	20ef36e8-646d-4801-bc72-6ca1177a6b40	Safety	800x510 jpeg	Hvorfor er det viktig at en fersk bilfører vurderer sine egne sterke og svake sider som sjåfør?
98	2150b4fd-f1ea-4e88-83c6-679e4e4ba2ed	Situations	800x599 jpeg	Du står ved vikepliktskiltet og skal svinge til høyre. Det kommer trafikk fra venstre. Når kan du kj
99	215e8355-2dad-4f14-a522-3aae27bbc3bf	Situations	600x600 jpeg	Hva gjør du ved oversteer-sladd?
100	2171c75b-b0a5-430d-8184-eaf088ac29cb	Road Rules	554x425 jpeg	Hvilke regler gjelder ved dette skiltet?
101	21a7bfe4-828e-4b8a-99c2-c04c6cf18043	Traffic Signs	600x592 jpeg	Hvilken skilt angir felt for  fartsøkning?
102	21e7a368-2150-4507-8d43-e74a50840265	Safety	600x600 jpeg	Hva er en typisk fare når du møter motgående trafikk i en sving på slike smale fjellveier?
103	2273044a-d5a1-4d5d-a1a8-21e9c6054999	Road Rules	525x379 jpeg	Hva er hovedformålet med forbudet mot bruk av elektronisk utstyr i motorvogn?
104	237131f8-6800-473f-8893-b638e9885a99	Traffic Signs	600x400 jpeg	Hva betyr det runde blå skiltet med hvit pil som peker oppover ved krysset?
105	24be2ee1-5b86-4526-9d92-0f9509a1ff29	Safety	600x400 jpeg	Hva er riktig rekkefølge ved start i oppoverbakke med manuell gir?
106	258a7d3f-3b24-4465-8255-553febbfa9a4	Road Rules	198x130 jpeg	Hvorfor er det viktig å kjenne til lover og regler i trafikken?
107	25ef155c-5002-44d2-8eef-f504e3a12948	Road Rules	512x512 jpeg	En person på 24 år har hatt førerkort i 6 år sammenhengende. Kan vedkommende være ledsager for en so
108	263a9952-345a-4712-83cf-4cfbf9a540c0	Road Rules	600x400 jpeg	Hva er riktig ved kjøring med nedsatt sikt på grunn av skitne ruter?
109	263bbc4c-cb5f-4ed8-834a-e550497f3499	Road Rules	517x383 jpeg	Du låner bort bilen din til en bekjent. Hvem har ansvaret for å sjekke at vedkommende har gyldig før
110	27a47592-a93d-4163-9194-67bf633cace8	Road Conditions	418x272 jpeg	Du er 22 år og har førerkort klasse B. Du ønsker å kjøre en buss med 16 passasjerplasser i yrkesmess
111	27a9cb9e-1226-4de6-89b8-94b374dd8b09	Situations	800x600 jpeg	Du nærmer deg en avkjøring på høyre side som vist på skiltet. Hvordan bør du plassere bilen din?
112	27bca388-f56f-4917-bb73-9f461fce23fe	Traffic Rules	600x173 jpeg	Hvordan bør du oppføre deg når du nærmer deg en jernbaneovergang uten bom?
113	280cf5fa-9e01-4903-ac5a-a73d619492d5	Traffic Signs	600x465 jpeg	Du kjører på denne veien og ser dette skiltet. Hva er den nye fartsgrensen etter at du har passert s
114	2815166f-6bf2-48a1-ab5f-cc843256b8c1	Right of Way	600x400 jpeg	Hva er fartsgrensen i gatetun?
115	2862d1a2-fabb-47ef-82cb-17495847e261	Situations	600x450 jpeg	Hva er «parkering med hjul mot kantstein» hensikt?
116	289853df-5d90-4ce4-b97c-48aaabe6b5b0	Road Rules	800x599 jpeg	Du kjører på veien som vist på bildet. Hvorfor er det viktig med riktig plassering av kjøretøyet når
117	292bde59-ba31-4784-98d8-99c10182423f	Safety	300x168 jpeg	Hvorfor er det viktig å sikre frie luftveier hos en bevisstløs person som sitter i en skadet bil, fr
118	2981f28b-da56-49f1-8cad-24b64c0402d6	Right of Way	600x400 jpeg	Hva er anbefalt hastighet i fotgjengersoner?
119	29ecf835-645c-4eab-85d1-39efb551dc3d	Traffic Rules	600x600 jpeg	Kan du parkere personbilen din ved et taxiskilt?
120	2a141778-70f3-4792-ae60-46e300885831	Situations	167x115 jpeg	Under privat øvelseskjøring kan mange situasjoner bli vanskelige å løse. Hva er viktigst for å håndt
121	2a72c4ca-cb79-4140-90a9-0531467e8c0a	Road Rules	800x535 jpeg	Hva kjennetegner en gang- og sykkelveg i følge trafikkreglene?
122	2b66df27-68be-4367-a9d9-4f1ad66f0cfb	Traffic Signs	600x173 jpeg	Hva betyr det oppsatte skiltet til høyre på bildet?
123	2b98d7c1-9514-421b-aa4d-1bfc82ca1135	Traffic Signs	600x337 jpeg	I dette krysset blinker alle trafikklysene gult. Hvem har vikeplikt mellom bil A og bil B?
124	2c530e92-146a-4506-9265-4e615fad5481	Road Rules	800x600 jpeg	Hva indikerer den gule midtlinjen på veien i bildet?
125	2c8c11a1-ba74-485c-a80b-377399b33adf	Road Rules	600x461 jpeg	Hva er minste avstand du må holde til et gangfelt når du parkerer foran det?
126	2c9123d5-1911-4e48-90de-bd47e862961c	Safety	600x600 jpeg	Hvor mye alkohol i blodet er maks tillatt for å kjøre bil i Norge?
127	2cb673a9-c3ca-4647-8b0d-2d34b5802eec	Road Conditions	800x415 jpeg	En person tok førerkort klasse C i 1995. Hva kan vedkommende kjøre som en person med klasse C fra 20
128	2d2996a3-5e2c-454c-846a-dd3e1a7d520f	Driving Conditions	900x555 jpeg	Basert på lysforholdene og årstiden i dette bildet, hva bør du være ekstra oppmerksom på som sjåfør?
129	2d5cc475-f987-41e0-b6d3-29b2f8814b48	Traffic Signs	800x600 jpeg	Du kjører mot en rundkjøring og ser blå skilt med hvite piler. Hva forteller disse skiltene deg?
130	2e105eb4-e4da-467e-9d30-24f6c6b76ede	Road Rules	800x599 jpeg	Du ser en gul, stiplet midtlinje på veien. Når kan denne linjen være en varsellinje i stedet for en 
131	2e6a2271-ca48-4766-a3cd-449b7dabfdd4	Driving Conditions	600x600 jpeg	Du kjører på en våt fjellvei som vist på bildet. Hva må du være spesielt oppmerksom på ved veiskulde
132	2e79ca27-13d4-48dd-aa57-2baf6bdf0c34	Driving Conditions	600x400 jpeg	Hvilken kjøremåte gir lavest drivstofforbruk og minst utslipp?
133	2ee9243b-4f14-437c-8841-836f97256c6d	Traffic Signs	456x500 jpeg	Hva er riktig å anta om videre kjøring etter dette skiltet?
134	2eeddfb5-b624-4d08-979c-36568be35b2a	Traffic Signs	900x576 jpeg	Hva betyr skiltet til venstre i bildet?
135	2f2221d8-566a-42b1-94e8-ea691102e67f	Situations	900x577 jpeg	Du kjører mot ridende politi som patruljerer i gaten. Hvordan bør du oppføre deg?
136	2f3811a7-26d4-4252-9bf1-bd23ab8dc641	Traffic Signs	541x391 jpeg	Hva varsler dette fareskiltet?
137	2fa46df6-7806-4281-989b-59e6c7494196	Right of Way	600x337 jpeg	Bil A kjører ut fra parkeringsplassen og skal inn på veien hvor bil C kjører. Hvem har vikeplikt?
138	2fc05021-8931-443b-ac19-5789b9cf130a	Traffic Signs	900x563 jpeg	Hva betyr det svarte og gule skiltet midt i bildet?
139	2ff0a134-8ea5-4dd1-af50-69af18c6aa26	Situations	900x655 jpeg	Du kjører den røde bilen og skal svinge til venstre i krysset. Hva må du være spesielt oppmerksom på
140	305f5628-5ec3-439e-a9ca-62d729366ed3	Safety	600x480 jpeg	Hva må gjøres ved skade på annet kjøretøy (parkering)?
141	307e9d29-5325-432a-9ec7-3819b4194a72	Driving Conditions	600x400 jpeg	Hva er riktig ved kjøring etter mørkets frembrudd?
142	30ff0f56-29c3-458d-86df-922572ed35fa	Road Conditions	600x400 jpeg	Du skal bruke en uregistrert motorvogn for et enkelt oppdrag. Hvilke krav må være oppfylt for at reg
143	31a651ff-ef6a-4a75-a612-028620391e7c	Right of Way	158x158 jpeg	Hva betyr forkjørsvei?
144	31dd0cb0-5e52-453d-92c4-a404b08c0193	Situations	800x600 jpeg	Du kjører under en brokonstruksjon og ser vikepliktskilt foran. Hvordan påvirker brokonstruksjonen d
145	31ec018c-a414-48ff-8c7d-e21a1b312c19	Road Rules	600x400 jpeg	Hvem har myndighet til å fastsette vilkår og gebyr for midlertidig bruk av uregistrert motorvogn?
146	3221eca0-e473-4ec1-857d-f61044ef5316	Traffic Signs	92x92 jpeg	Hva betyr dette skiltet som viser en sidevei fra høyre som ikke krysser hovedveien?
147	3276b237-71f9-4f1d-b6ae-48acfa33f023	Traffic Rules	600x488 jpeg	Bil C står parkert nær krysset. Hva er minste lovlige avstand fra veikryss ved parkering?
148	32f3f063-1b74-46ea-8547-e0d4001ecdf6	Safety	600x480 jpeg	Hva er risikoen ved gamle dekk (eldre enn 6 år)?
149	336ef8e8-11e3-4bfe-8930-84104c66ad55	Driving Conditions	799x600 jpeg	Du kjører på denne vinterveien og nærmer deg et vegkryss med skiltet vist. Hvordan bør du tilpasse k
150	33908e65-3212-4b94-95c4-bf53a4d02829	Traffic Signs	800x600 jpeg	Hva er hovedfordelen med at forbudsskilt og fareskilt har forskjellig form?
151	33b47870-a4de-4082-a307-962776450a37	Road Rules	800x599 jpeg	Du kjører på en vei med gul midtlinje som vist på bildet. Hva forteller fargen på midtlinjen deg?
152	34a2f600-b72c-4ef6-b953-eff99ddde5cc	Traffic Signs	250x250 png	Hva betyr et skilt med hvit pil på blå bakgrunn?
153	35534917-76c1-430c-b976-fbeba1122de6	Right of Way	800x600 jpeg	Du står på en avkjørsel og skal kjøre ut på hovedveien. Det kommer trafikk fra begge retninger. Hva 
154	36bcd740-0b8d-4e35-88ec-275184407045	Road Rules	900x670 jpeg	Du kjører på denne veien. Hva indikerer de hvite kantlinjene og midtstripene?
155	36ff2cda-4ec8-4e9c-a824-fe360c3f8d06	Safety	600x600 jpeg	Hva bør du gjøre hvis du blir trøtt under kjøring?
156	37156ef1-4687-4df6-aa73-aa6995d4516f	Driving Conditions	900x575 jpeg	Veien er våt og det regner. Hva bør du være spesielt oppmerksom på i denne situasjonen?
157	37349c7f-328d-46ca-bad9-edb1afd968cc	Traffic Signs	516x377 jpeg	Hva betyr dette skiltet med '10 t' og boggi-symbol?
158	375df126-6283-4476-8dc7-01b267f67be1	Traffic Signs	375x260 jpeg	Du ser dette blå skiltet med bokstaven M langs veien. Hva betyr det?
159	391c519a-1a13-4715-baa9-aec45e3c6263	Speed Limits	600x449 jpeg	Hva er fartsgrensen på vanlige landeveier utenfor tettbygd strøk?
160	394659b5-7b28-425f-a240-31858ae54161	Situations	800x600 jpeg	Du skal kjøre ut fra en rasteplass og inn på en trafikkert vei. Sikten er begrenset på grunn av en s
161	39a42016-a9ad-4a7a-b755-8d8dddf5cccd	Situations	388x900 jpeg	Når du ser dette fareskiltet, hvordan bør du tilpasse kjøringen?
162	39d5340a-618d-4e47-9066-2a051a87d0a8	Road Rules	600x426 jpeg	Du kjører på motorvei. Når skal du bruke venstre felt?
163	3a60adf1-61cc-4981-9f35-a7c6c028e27c	Road Rules	900x662 jpeg	Du kjører den røde bilen og skal svinge til høyre. En syklist kommer fra venstre. Hva må du gjøre?
164	3b0efd2c-e85b-4e00-8761-f0ba69bac8bd	Situations	600x337 jpeg	Hva må fører av bil B være spesielt oppmerksom på når han skal svinge til høyre?
165	3b881cff-e1a6-4a2a-841b-50fcccd99b71	Situations	264x112 jpeg	Bildet viser en beslutningssituasjon der du må velge mellom venstre (V) og høyre (H). Hvilken rekkef
166	3ba03f68-b370-42cc-8112-b0d2c6b5e92e	Road Rules	600x400 jpeg	Du ser en fotgjenger som venter ved et gangfelt. Hva skal du gjøre?
167	3bf80820-d743-45e5-b41e-551a3b2ef1e6	Traffic Signs	600x280 jpeg	Hva er forskjellen mellom stoppskilt og vikepliktsskilt?
168	3c062252-748c-48be-b522-ec756d78b9a6	Speed Limits	800x600 jpeg	På bildet ser du fartsgrenseskilt på begge sider av veien. Hvorfor er skiltene plassert på denne måt
169	3c704a86-99c7-40ab-9cd0-1ce430a2a34d	Traffic Rules	600x400 jpeg	Hvor må mobiltelefonen være plassert for at du lovlig kan bruke den under kjøring?
170	3db12611-a253-4453-be7d-ba77512ef846	Traffic Signs	600x357 jpeg	Hvilket av disse fire skiltene varsler om planovergang uten bom?
171	3df0648f-8918-401c-ab91-d54736f95189	Safety	800x599 jpeg	Hvorfor er det spesielt viktig å være oppmerksom på farten i områder som dette med spredt bebyggelse
172	3e72f6eb-caa3-4996-9472-3d7e9611ab6c	Road Rules	600x400 jpeg	En bilfører nekter å blåse i alkometeret ved en trafikkontroll. Hva skjer videre?
